SBU_id,master_category_id,service_category_id,loc_id,media_id,sp_id,lft_platform,placed_orders,taken_orders,complains,avg_csat,csat_number,lft_reschedules_customer,lft_customer_gmv,create_hr_day,schedule_hr_day,gap_hr_create_schedule,sp_change,reschedule_counter,discount,if_promo_used,if_completed
5,186,563,11.0,9.0,3015,708,41,35,6,3.7777777777777777,9,46,26225.00,13,14,48,0,1,250.00,0,1
1,1,14,11.0,9.0,2526,190,5,3,0,3.5,2,1,6128.00,23,17,17,1,1,0.00,1,0
5,186,207,4.0,8.0,99573,564,16,11,1,4.333333333333333,6,22,15890.20,13,15,361,0,2,0.00,1,0
1,73,74,1.0,2.0,4964,581,8,4,0,5.0,4,4,4700.00,15,17,1,0,0,0.00,0,1
3,221,223,11.0,8.0,56802,1118,331,311,10,4.822393822393822,259,143,117897.25,20,11,38,1,0,0.00,1,0
1,1,643,4.0,2.0,99688,754,16,13,0,4.0,5,28,8008.00,15,12,260,0,1,500.00,1,1
1,73,92,1.0,2.0,181,300,7,6,0,5.0,1,7,3999.00,15,20,508,0,3,0.00,0,0
1,1,11,50.0,8.0,9,117,4,2,0,5.0,2,8,1200.00,6,17,10,0,1,0.00,0,1
4,183,571,1.0,12.0,77371,732,5,4,0,5.0,1,9,4889.00,15,15,311,1,7,0.00,1,0
4,183,167,1.0,2.0,14256,311,6,4,0,5.0,4,3,5790.00,10,16,29,0,0,0.00,0,0
1,1,19,11.0,8.0,17674,186,10,6,0,5.0,6,16,21881.00,1,14,84,0,3,0.00,0,1
2,226,279,20.0,2.0,18220,480,12,3,0,5.0,3,13,15304.00,21,10,156,1,4,0.00,0,0
7,184,584,11.0,8.0,65288,0,1,1,1,3.0,1,4,250.00,23,15,231,0,4,200.00,1,1
1,1,14,5.0,8.0,277,509,10,1,0,3.0,1,31,3000.00,16,10,17,0,0,0.00,0,0
6,185,247,6.0,8.0,2330,1121,43,42,0,4.967741935483871,31,42,17873.00,22,20,21,0,2,54.00,1,1
5,186,664,23.0,8.0,75354,706,19,14,0,5.0,11,17,22639.00,13,14,0,0,0,0.00,0,0
1,225,21,11.0,2.0,649,339,5,1,0,1.0,1,0,300.00,15,16,0,0,0,0.00,0,0
1,225,22,11.0,2.0,13413,33,9,6,0,5.0,5,12,4250.00,17,19,1,1,0,0.00,0,0
5,186,103,11.0,12.0,649,626,6,4,0,5.0,3,5,4500.00,12,20,55,1,3,0.00,1,0
4,183,167,1.0,2.0,1738,0,12,12,0,5.0,12,2,65000.00,22,13,182,0,0,0.00,0,1
1,1,12,47.0,11.0,28,312,12,10,1,5.0,10,11,16920.00,18,19,0,0,0,0.00,0,1
7,184,72,20.0,8.0,75907,6,18,17,0,5.0,17,3,11580.00,15,12,68,0,0,0.00,0,0
5,186,563,6.0,12.0,73742,92,3,2,2,1.0,1,6,1700.00,18,12,17,0,1,100.00,1,1
6,185,247,8.0,8.0,4972,3,3,2,0,4.5,2,1,1340.00,21,21,23,0,1,20.00,0,1
1,225,21,4.0,2.0,99688,626,40,26,2,5.0,19,56,13524.00,12,14,1,0,2,0.00,0,1
4,183,200,5.0,2.0,1451,113,6,2,0,5.0,1,10,1300.00,16,17,0,0,1,0.00,0,0
5,186,69,2.0,2.0,3015,742,23,14,3,4.25,4,39,9299.00,9,10,24,0,3,0.00,0,0
6,185,247,11.0,9.0,4972,708,11,8,2,4.8,5,16,22700.00,21,18,20,0,1,20.00,0,1
5,186,207,4.0,2.0,99724,896,29,23,1,4.461538461538462,13,32,8484.00,15,11,67,1,0,0.00,1,0
1,225,22,52.0,8.0,61397,139,3,2,0,5.0,1,0,699.00,11,12,0,0,0,0.00,0,0
4,183,200,44.0,9.0,1505,814,67,57,2,4.884615384615385,52,62,54700.00,9,18,152,0,0,0.00,1,0
1,225,22,8.0,12.0,24117,369,13,4,2,5.0,2,45,22387.00,15,10,282,1,8,0.00,1,0
1,225,450,17.0,9.0,649,396,9,9,0,5.0,7,12,33595.00,19,10,14,0,2,0.00,0,1
6,185,247,6.0,9.0,2330,331,23,16,2,4.1875,16,12,17100.00,16,19,74,0,5,0.00,0,0
4,183,167,51.0,8.0,1451,100,9,3,0,4.0,1,4,9650.00,13,16,2,0,0,0.00,0,1
8,627,628,7.0,2.0,86043,307,9,4,0,5.0,1,9,12190.00,22,0,-22,0,0,0.00,0,1
1,1,13,1.0,8.0,12879,24,3,1,0,5.0,1,3,500.00,19,20,0,0,0,0.00,0,0
1,1,217,29.0,12.0,3375,300,7,3,0,5.0,2,9,6748.94,11,13,25,0,3,0.00,1,0
1,1,217,2.0,12.0,3375,407,11,6,1,4.0,2,30,3521.00,13,20,78,1,2,0.00,1,0
1,225,22,12.0,9.0,61397,948,43,36,8,4.722222222222222,18,62,83489.00,13,10,20,1,1,75.00,1,1
1,1,10,6.0,12.0,19753,89,4,2,0,5.0,1,8,10099.00,19,18,262,0,5,0.00,0,0
6,185,247,1.0,8.0,74555,309,7,4,0,4.333333333333333,3,33,1480.00,13,9,19,0,0,0.00,0,0
7,184,72,12.0,11.0,2345,1097,27,27,0,5.0,3,5,7023.00,12,17,172,0,0,0.00,0,1
5,186,664,47.0,12.0,3015,412,31,19,2,4.153846153846154,13,39,8480.00,16,11,42,1,0,0.00,0,0
1,73,83,8.0,12.0,73117,14,3,1,0,5.0,1,14,6100.00,14,16,49,0,2,0.00,1,0
3,221,222,5.0,8.0,233,59,2,2,0,5.0,2,3,4690.00,3,22,18,0,1,0.00,0,1
3,221,222,2.0,8.0,613,80,3,2,0,5.0,2,3,7450.00,12,13,0,0,0,0.00,0,0
5,186,207,2.0,2.0,1770,742,23,14,3,4.25,4,39,9299.00,11,20,56,0,2,0.00,0,0
4,183,571,12.0,8.0,25864,239,11,5,0,4.75,4,6,6380.00,14,19,4,0,1,0.00,0,1
3,221,223,1.0,8.0,23209,245,4,2,0,5.0,1,3,3200.00,9,10,0,0,0,0.00,0,1
3,3,152,5.0,2.0,787,2,3,1,0,1.0,1,5,19000.00,16,11,18,1,0,0.00,0,0
6,185,626,11.0,2.0,86050,235,55,28,0,4.222222222222222,18,44,107731.00,11,19,55,0,0,0.00,0,1
4,183,571,11.0,8.0,13474,419,4,3,0,4.0,1,1,5290.00,7,20,12,1,1,0.00,0,1
1,1,19,6.0,9.0,1151,170,12,8,0,4.857142857142857,7,17,9010.00,21,15,17,1,1,0.00,0,0
7,184,72,49.0,12.0,20743,131,12,9,0,4.75,4,30,10000.00,12,17,100,1,4,0.00,1,0
1,1,14,1.0,2.0,349,896,20,15,0,4.666666666666667,3,53,16129.00,13,16,2,0,0,0.00,0,1
1,225,21,5.0,8.0,649,372,12,9,0,4.0,8,10,6607.00,15,17,1,0,0,0.00,0,1
6,185,247,29.0,8.0,12664,937,162,111,7,4.521739130434782,46,140,24786.00,15,13,21,0,0,0.00,0,0
7,184,72,12.0,12.0,1809,245,11,6,1,5.0,4,12,3108.00,13,15,361,1,1,0.00,0,0
5,186,207,4.0,2.0,99724,913,33,26,0,4.636363636363637,11,46,14900.00,12,13,264,0,1,400.00,1,1
1,1,618,1.0,12.0,9,278,6,4,1,4.333333333333333,3,6,3349.00,10,12,145,0,2,0.00,0,1
1,1,18,1.0,12.0,99688,967,6,2,0,4.0,1,19,12800.00,13,20,78,0,1,0.00,0,0
5,186,563,47.0,12.0,73742,420,22,14,2,5.0,8,41,19716.00,18,12,161,0,0,0.00,0,0
7,184,584,17.0,8.0,65288,734,40,30,8,4.64,25,57,31074.00,9,15,125,0,6,0.00,0,1
3,3,152,8.0,2.0,2780,222,8,3,0,5.0,2,12,6906.00,14,9,642,1,2,0.00,0,0
1,1,11,47.0,8.0,2662,286,29,23,1,4.826086956521739,23,13,3415.20,4,9,4,0,0,0.00,0,0
5,186,207,4.0,2.0,20171,64,7,1,0,5.0,1,3,0.00,22,9,82,1,1,0.00,1,0
3,221,222,5.0,8.0,17112,522,24,12,2,3.0,7,33,19506.00,15,20,4,1,0,0.00,0,0
1,225,21,12.0,2.0,71414,708,10,7,1,4.0,4,9,15700.00,12,16,3,1,0,0.00,0,0
6,185,247,6.0,12.0,2330,323,13,12,0,4.75,4,25,4032.00,11,12,168,0,1,10.00,0,1
1,225,21,12.0,12.0,17931,907,7,1,0,5.0,1,32,11000.00,11,18,30,1,0,0.00,0,0
3,221,222,5.0,8.0,233,895,35,23,2,4.846153846153846,13,40,63119.00,23,20,20,0,1,0.00,0,1
6,185,247,6.0,8.0,1809,277,7,1,0,5.0,1,12,760.00,15,13,21,0,4,0.00,0,0
7,184,644,4.0,2.0,99658,846,15,8,0,5.0,1,25,22670.00,16,15,286,0,12,0.00,1,0
4,183,668,49.0,12.0,25864,84,7,4,0,5.0,2,6,5790.00,12,17,4,1,1,75.00,1,1
5,186,563,29.0,12.0,73742,161,4,3,1,5.0,3,3,6590.00,18,11,88,0,1,89.10,1,1
1,1,13,2.0,8.0,277,12,3,1,0,5.0,1,5,1250.00,9,12,2,1,1,0.00,0,0
6,185,247,12.0,8.0,4972,495,14,11,0,4.75,8,15,4320.00,9,16,6,0,0,20.00,0,1
4,183,647,4.0,8.0,5005,1024,25,12,1,3.0,3,53,19840.00,10,12,169,1,0,0.00,1,0
5,186,563,47.0,8.0,751,452,21,11,1,5.0,6,29,33621.00,0,11,58,0,0,0.00,0,0
1,1,10,39.0,12.0,18225,291,7,7,0,5.0,2,3,51759.00,17,21,3,0,1,490.00,1,1
1,1,14,11.0,8.0,67408,159,5,5,0,5.0,5,0,1399.00,23,12,12,0,0,0.00,0,1
3,224,180,12.0,8.0,1830,1057,9,7,1,5.0,4,23,9594.00,10,16,29,0,4,0.00,0,0
2,226,25,1.0,5.0,2552,1004,24,10,0,4.75,8,20,29502.00,15,17,1,0,0,0.00,0,0
1,1,10,5.0,8.0,595,127,4,2,0,4.5,2,13,410.00,12,13,0,0,0,0.00,0,0
1,1,14,6.0,8.0,1047,241,4,4,0,5.0,2,2,7800.00,11,13,1,0,0,0.00,0,1
5,186,207,4.0,8.0,3015,296,10,5,0,4.5,2,6,2079.00,12,17,4,0,0,0.00,0,0
1,73,74,5.0,8.0,5862,565,17,8,0,5.0,6,13,11750.00,15,18,2,1,0,0.00,0,0
1,1,14,12.0,2.0,277,871,8,6,0,4.25,4,15,18639.00,21,12,206,0,3,100.00,0,1
1,225,21,12.0,8.0,649,443,25,17,1,4.928571428571429,14,47,13907.00,8,12,27,0,2,0.00,0,1
7,184,72,6.0,9.0,1419,310,6,6,1,3.6666666666666665,3,20,3160.00,21,4,126,0,2,0.00,0,1
1,1,17,1.0,12.0,712,72,4,3,0,5.0,2,23,48300.00,11,10,406,0,11,0.00,0,0
6,185,488,4.0,8.0,99658,1120,339,287,9,4.955696202531645,158,419,81301.18,8,11,218,0,0,0.00,0,0
8,101,159,5.0,12.0,75683,308,5,4,0,5.0,2,18,2022.00,13,20,1134,0,12,0.00,1,0
5,186,207,12.0,9.0,76684,591,19,15,2,5.0,12,24,15750.00,1,9,55,0,3,0.00,0,0
3,235,518,49.0,12.0,3642,923,15,7,0,5.0,4,10,6160.00,10,20,9,0,1,49.50,1,1
5,186,563,6.0,12.0,751,970,19,11,1,4.0,1,17,68608.06,18,14,19,0,1,50.00,1,1
1,225,22,6.0,8.0,2526,298,24,5,0,4.0,4,15,1699.00,14,17,2,0,0,0.00,0,0
1,1,10,1.0,11.0,9,738,21,10,0,5.0,2,48,9599.00,13,10,68,1,1,0.00,0,0
1,225,22,6.0,8.0,17674,689,35,27,3,4.555555555555555,18,61,14200.00,10,15,4,0,1,36.00,1,1
1,1,284,18.0,2.0,1276,237,7,3,0,4.5,2,2,884.00,22,16,17,0,0,0.00,0,0
1,73,74,44.0,8.0,73117,2,6,3,0,5.0,2,2,1550.00,20,17,44,0,0,0.00,0,0
1,225,21,50.0,12.0,1809,542,13,7,0,5.0,1,20,2339.00,10,14,75,1,3,0.00,1,0
5,186,69,8.0,12.0,68538,446,25,13,5,4.5,12,23,9919.00,12,9,44,0,0,60.00,1,1
1,1,12,1.0,2.0,1376,909,12,7,0,5.0,4,19,10000.00,20,20,23,0,3,0.00,0,1
5,186,64,39.0,2.0,76347,248,10,8,1,4.0,5,6,8380.00,18,10,15,0,0,0.00,0,1
1,1,19,8.0,5.0,17977,628,9,6,0,5.0,4,21,11298.00,21,20,94,0,3,0.00,0,1
4,183,167,5.0,12.0,73618,491,9,5,0,4.75,4,8,10700.00,19,10,110,0,0,0.00,1,0
1,1,643,4.0,2.0,99688,157,9,6,0,4.166666666666667,6,15,3190.00,20,13,64,0,2,500.00,1,1
1,1,618,2.0,8.0,9,35,15,6,0,5.0,6,11,28068.00,19,17,93,1,1,0.00,0,0
6,185,594,45.0,11.0,63101,111,31,28,0,5.0,1,38,8700.00,18,12,17,0,0,0.00,0,1
3,224,245,4.0,8.0,14841,92,3,3,0,4.0,1,9,8970.00,18,11,88,0,5,0.00,0,1
7,184,72,64.0,11.0,67668,125,22,19,0,5.0,7,37,4841.00,20,17,68,0,0,0.00,0,1
6,185,247,2.0,8.0,2330,182,30,30,1,4.821428571428571,28,25,9787.00,16,20,27,0,1,0.00,0,1
7,184,72,8.0,12.0,1585,399,16,9,0,4.6,5,20,19149.00,12,10,357,1,5,0.00,1,0
4,183,571,1.0,2.0,1738,287,208,208,0,5.0,129,119,620430.00,20,12,279,0,0,0.00,0,1
6,185,488,6.0,8.0,16846,242,5,4,0,5.0,3,4,1515.00,18,11,16,1,0,0.00,0,0
3,235,518,5.0,9.0,233,574,26,19,1,5.0,18,35,36570.00,14,22,31,0,1,0.00,0,1
7,184,72,1.0,2.0,75441,137,5,3,0,5.0,2,14,799.00,15,18,26,0,0,0.00,0,0
1,1,587,4.0,12.0,58479,859,12,9,1,4.5,4,23,27144.00,11,9,117,0,0,14.95,1,1
7,184,72,12.0,11.0,2345,1136,36,36,1,2.0,1,4,1974.00,14,17,170,0,0,0.00,0,1
4,183,656,2.0,9.0,3129,467,25,18,0,4.666666666666667,9,20,46599.00,17,19,1,1,0,0.00,0,0
1,1,10,20.0,8.0,28,124,3,3,0,3.0,2,6,4250.00,14,14,95,0,4,0.00,0,1
6,185,247,1.0,8.0,,600,16,7,2,3.5,6,22,4130.00,11,9,21,0,0,0.00,0,0
1,225,21,2.0,2.0,1047,830,4,1,0,5.0,1,3,2500.00,14,13,22,0,3,0.00,0,1
1,1,587,11.0,12.0,19753,19,3,3,0,5.0,2,9,3049.00,14,21,414,0,8,50.00,1,1
7,184,72,12.0,8.0,20743,118,7,3,1,3.6666666666666665,3,19,730.00,1,9,7,0,0,0.00,0,0
5,186,207,49.0,9.0,80256,155,15,9,1,4.25,8,18,8590.00,12,9,20,1,0,0.00,0,0
1,73,75,11.0,12.0,2130,245,11,6,1,5.0,4,12,3108.00,18,10,15,0,0,0.00,0,1
6,185,594,60.0,11.0,63101,111,31,28,0,5.0,1,38,8700.00,10,20,9,0,2,0.00,0,1
6,185,247,2.0,8.0,79213,15,3,3,1,5.0,2,3,1080.00,9,12,2,0,1,0.00,0,1
4,183,167,6.0,9.0,1451,110,47,35,3,4.916666666666667,12,61,22018.00,13,9,19,0,1,0.00,0,1
3,221,222,51.0,2.0,56802,1109,66,59,0,4.0,5,6,12947.00,8,18,9,1,0,0.00,0,0
1,225,21,3.0,2.0,71414,687,6,5,1,4.5,4,12,3473.00,11,15,3,0,2,0.00,0,1
1,1,14,1.0,8.0,595,514,6,4,0,5.0,1,44,1684.00,12,12,119,0,7,0.00,0,0
3,224,434,51.0,8.0,42387,527,5,3,0,4.333333333333333,3,2,1888.00,0,15,110,0,0,0.00,0,0
4,183,571,1.0,12.0,1451,572,45,28,7,4.642857142857143,14,91,41668.00,16,16,335,0,10,0.00,0,0
1,225,22,6.0,12.0,33775,565,9,4,0,4.0,1,20,845.00,15,17,25,0,1,0.00,0,1
1,225,22,2.0,12.0,1108,38,7,2,0,5.0,1,15,3900.00,15,19,75,0,1,0.00,1,0
3,3,152,51.0,2.0,837,0,1,1,0,5.0,1,2,10000.00,22,9,202,0,2,0.00,0,1
1,1,11,29.0,2.0,594,242,7,6,0,4.8,5,13,7120.00,17,12,18,0,0,0.00,0,1
1,1,14,50.0,8.0,107,482,28,19,0,5.0,18,28,25189.00,11,18,174,0,2,0.00,0,1
6,185,247,1.0,12.0,1809,84,5,4,0,5.0,2,6,1340.00,18,12,65,1,0,0.00,0,0
7,184,72,12.0,4.0,2345,1124,154,151,1,4.428571428571429,7,10,10179.00,13,17,171,0,0,0.00,0,1
1,225,22,47.0,12.0,1108,0,1,1,0,5.0,1,0,200.00,14,17,2,0,0,0.00,0,1
7,184,72,12.0,4.0,2345,141,17,17,0,5.0,1,14,1692.00,14,17,290,0,2,0.00,0,1
6,185,247,29.0,8.0,4972,131,21,16,2,4.9,10,23,10160.00,13,15,25,1,2,0.00,0,0
1,225,21,44.0,9.0,1506,75,8,4,0,3.75,4,5,5050.00,21,15,41,0,0,0.00,0,1
1,225,22,11.0,8.0,2526,118,6,5,0,5.0,2,7,6668.00,14,16,1,0,0,0.00,0,1
6,185,247,12.0,8.0,2336,467,19,9,1,5.0,7,38,8567.00,17,17,23,1,1,0.00,0,0
1,1,10,5.0,8.0,14799,567,13,7,1,4.571428571428571,7,8,6500.00,15,17,1,0,0,0.00,0,0
2,226,23,49.0,2.0,18220,621,10,5,1,3.0,4,27,3440.00,18,14,43,0,1,0.00,0,1
6,185,247,2.0,8.0,2336,832,10,7,2,3.0,3,7,4699.00,14,17,146,0,0,120.00,0,1
5,186,207,12.0,9.0,448,295,98,25,8,5.0,3,164,12164.00,15,16,0,0,0,0.00,0,0
1,1,643,1.0,2.0,99688,306,15,8,1,4.0,3,12,2340.00,20,11,302,0,1,0.00,1,0
1,1,14,4.0,8.0,1276,248,109,103,3,4.861386138613861,101,20,141268.05,12,9,20,0,0,0.00,0,1
1,1,14,8.0,8.0,277,0,1,1,0,5.0,1,1,2000.00,14,21,6,0,1,100.00,0,1
1,1,10,12.0,8.0,649,0,2,1,0,5.0,1,0,1250.00,20,9,12,0,0,0.00,0,0
3,3,154,47.0,12.0,2780,4,2,1,0,1.0,1,3,349.00,10,22,131,0,0,0.00,1,0
5,186,207,8.0,8.0,78236,240,31,23,0,4.8,20,21,12848.00,13,14,24,0,1,0.00,0,1
4,183,339,8.0,8.0,14256,18,3,1,0,5.0,1,5,2200.00,14,17,2,0,0,0.00,0,0
4,183,339,12.0,9.0,25864,178,19,11,0,5.0,9,24,12240.00,12,20,199,0,2,0.00,0,0
1,1,14,11.0,11.0,277,208,6,5,0,5.0,5,5,11600.00,15,17,1,0,0,100.00,0,1
1,1,13,1.0,2.0,1133,666,15,11,0,4.888888888888889,9,16,3520.00,12,19,54,0,3,5.00,0,1
7,184,72,12.0,9.0,20743,299,57,23,4,5.0,13,115,12315.00,16,18,97,0,3,0.00,0,0
1,1,553,51.0,12.0,67408,212,12,3,0,4.5,2,12,13700.00,14,10,259,0,0,0.00,0,0
6,185,247,6.0,8.0,2330,170,12,10,0,4.333333333333333,3,16,4930.00,22,18,19,0,0,0.00,0,1
1,1,14,68.0,8.0,28,575,8,4,1,3.3333333333333335,3,26,18640.00,21,9,347,0,2,0.00,0,0
3,224,320,2.0,8.0,6579,635,8,4,0,5.0,1,10,3250.00,14,16,1,0,0,0.00,0,0
3,224,577,49.0,8.0,12983,219,18,6,6,3.75,4,35,7649.00,22,20,117,0,2,0.00,0,0
5,186,103,1.0,12.0,598,303,8,4,0,3.5,2,11,1934.00,15,9,89,0,4,0.00,0,0
2,226,25,47.0,12.0,1108,176,8,5,2,4.0,4,21,22240.00,10,15,52,0,0,0.00,1,0
1,1,14,44.0,8.0,1872,5,3,2,0,5.0,2,1,8500.00,10,12,1,0,0,0.00,0,1
1,225,21,6.0,8.0,1047,700,31,20,10,4.5,18,40,19556.00,14,17,2,0,0,0.00,0,0
1,225,22,47.0,9.0,2526,1080,27,15,3,5.0,5,51,6427.00,10,12,1,0,0,104.85,1,1
4,183,656,49.0,9.0,1451,0,1,1,0,5.0,1,2,1400.00,23,14,14,0,2,0.00,0,1
4,183,167,39.0,8.0,28066,279,23,14,0,5.0,12,12,12690.00,10,10,47,0,1,0.00,0,0
1,1,11,49.0,8.0,28,986,19,5,1,5.0,2,42,1450.00,21,9,131,0,1,0.00,0,0
3,3,177,2.0,12.0,2780,769,16,9,0,4.4,5,37,7300.00,18,14,187,1,4,0.00,1,0
5,186,207,5.0,9.0,2411,43,6,4,0,4.5,4,8,3800.00,17,9,15,0,5,0.00,1,0
5,186,69,5.0,12.0,2411,1081,33,30,0,4.0,1,25,9065.00,11,16,412,0,3,0.00,1,0
1,1,14,49.0,8.0,2543,184,3,2,0,5.0,1,1,2000.00,14,18,3,1,0,0.00,0,0
6,185,488,4.0,6.0,99658,616,67,34,4,4.666666666666667,15,57,28777.00,15,10,90,0,0,0.00,0,1
4,183,200,12.0,8.0,3129,135,4,1,2,3.0,1,4,1700.00,14,20,245,1,3,0.00,0,0
3,3,154,6.0,12.0,79096,72,8,5,1,5.0,2,21,13150.00,18,10,279,1,3,0.00,0,0
1,225,21,12.0,8.0,595,112,5,4,0,5.0,2,2,2298.00,19,20,0,0,0,0.00,0,1
1,225,21,11.0,12.0,1800,476,70,34,3,5.0,9,141,21081.00,18,12,17,1,1,0.00,0,0
1,73,75,51.0,9.0,65223,666,40,18,7,3.764705882352941,17,60,33216.00,8,9,144,1,7,0.00,0,0
7,184,72,49.0,9.0,848,122,3,3,0,5.0,2,11,2400.00,10,4,137,0,2,0.00,0,1
1,1,14,5.0,9.0,14799,0,1,1,0,5.0,1,0,2000.00,16,9,88,0,0,0.00,0,1
1,225,21,51.0,9.0,4126,389,10,4,0,4.0,4,9,2625.00,15,17,1,0,0,0.00,0,0
2,226,23,1.0,8.0,18220,510,15,8,1,5.0,4,15,4209.00,12,20,55,0,2,0.00,0,0
5,186,65,11.0,8.0,751,790,76,67,2,4.96969696969697,66,48,14342.00,12,16,3,0,0,0.00,0,1
5,186,207,44.0,8.0,1613,820,30,16,1,4.125,8,64,10130.00,10,10,23,1,4,0.00,0,0
4,183,167,29.0,12.0,2661,421,8,7,0,4.5,2,10,8155.00,11,10,46,0,1,20.00,1,1
7,184,644,4.0,2.0,99658,781,11,6,1,5.0,3,12,2090.00,19,17,333,0,5,100.00,1,1
2,226,25,1.0,2.0,2552,941,18,12,1,5.0,1,34,3249.00,9,17,31,0,2,0.00,0,0
3,224,577,51.0,12.0,79524,559,21,11,0,4.428571428571429,7,56,68160.00,12,9,164,0,4,0.00,0,0
7,184,72,6.0,2.0,5870,118,13,7,2,4.333333333333333,6,28,4690.00,15,9,185,0,3,0.00,0,0
6,185,247,6.0,12.0,79213,279,9,8,0,2.75,4,11,2650.00,15,14,22,1,1,17.00,1,1
1,1,18,4.0,11.0,649,248,109,103,3,4.861386138613861,101,20,141268.05,21,9,11,0,0,0.00,0,1
6,185,488,4.0,2.0,99658,72,5,5,0,5.0,3,10,3850.00,21,17,91,0,2,50.00,1,1
4,183,339,1.0,8.0,24823,48,2,1,0,5.0,1,2,349.00,9,12,2,0,0,0.00,0,0
6,185,247,6.0,12.0,2330,340,18,16,1,4.833333333333333,6,28,5530.00,12,12,455,0,0,0.00,0,0
3,224,180,5.0,9.0,12983,377,4,3,0,3.0,1,5,4259.00,16,17,0,0,0,0.00,0,1
3,235,144,20.0,8.0,3642,46,8,7,0,4.2,5,4,8900.00,14,18,171,1,4,0.00,0,1
1,1,19,11.0,2.0,1506,621,18,13,3,5.0,2,29,5460.00,13,20,30,1,0,0.00,0,0
3,3,606,49.0,8.0,17570,299,14,11,0,5.0,10,4,3500.00,11,13,1,0,0,0.00,0,1
8,455,456,6.0,12.0,17291,315,8,5,0,5.0,4,7,2088.00,12,19,30,1,0,0.00,1,0
1,1,284,47.0,9.0,17674,5,3,1,0,5.0,1,8,8390.00,18,20,1,0,0,0.00,0,0
4,183,167,17.0,9.0,3129,292,10,10,0,5.0,7,11,5950.00,11,19,7,0,0,0.00,0,1
5,186,207,11.0,8.0,1814,0,1,1,0,5.0,1,0,450.00,8,10,1,0,0,0.00,0,1
6,185,247,68.0,12.0,4972,536,6,3,0,2.5,2,11,680.00,12,15,386,0,7,0.00,0,0
8,101,159,11.0,2.0,17291,32,5,1,0,3.0,1,25,350.00,13,20,990,0,9,0.00,0,0
5,186,207,49.0,8.0,76684,47,5,4,0,5.0,3,13,1300.00,16,10,17,0,0,31.50,1,1
3,221,223,43.0,8.0,18641,194,3,2,0,5.0,1,1,8614.20,20,9,12,1,0,0.00,0,0
5,186,207,17.0,8.0,76684,348,30,26,6,4.166666666666667,24,54,30880.00,10,10,95,0,0,0.00,0,0
4,183,167,1.0,9.0,21812,400,10,6,1,5.0,2,11,10495.00,6,19,12,0,0,0.00,0,0
3,3,177,49.0,2.0,3404,929,119,37,7,5.0,1,266,99776.01,23,19,67,1,3,0.00,0,0
6,185,247,47.0,8.0,2330,0,1,1,0,4.0,1,1,320.00,12,17,28,0,1,0.00,0,1
1,1,14,12.0,5.0,595,303,7,4,0,4.25,4,5,2850.00,21,12,14,0,0,0.00,0,0
1,1,14,1.0,11.0,649,670,61,41,2,5.0,30,35,18010.00,9,11,1,0,0,0.00,1,0
5,186,207,5.0,9.0,1809,246,6,3,0,3.0,1,6,1100.00,13,16,26,1,0,0.00,0,0
1,225,22,11.0,2.0,2526,89,2,1,0,3.0,1,3,300.00,12,16,3,0,2,0.00,0,1
1,1,618,44.0,12.0,48816,682,13,6,1,4.666666666666667,3,24,5758.00,12,17,4,0,0,0.00,0,0
1,1,18,5.0,9.0,595,574,26,19,1,5.0,18,35,36570.00,20,12,15,0,1,0.00,0,1
3,221,222,8.0,8.0,233,0,1,1,0,5.0,1,1,2240.00,5,20,14,0,1,0.00,0,1
4,183,167,1.0,9.0,1451,267,21,15,0,5.0,11,38,15625.00,11,16,4,0,0,0.00,0,0
7,184,72,12.0,11.0,2345,1136,70,67,1,5.0,2,50,26601.00,15,17,25,0,0,0.00,0,1
1,1,14,4.0,12.0,17674,975,12,9,0,4.5,4,35,4149.00,13,20,606,0,7,0.00,0,0
4,183,647,4.0,2.0,5005,980,22,19,1,5.0,2,29,6699.00,17,16,22,1,1,500.00,1,1
1,1,10,11.0,11.0,28,0,3,1,0,5.0,1,3,1000.00,17,13,91,0,2,0.00,0,0
3,236,565,44.0,2.0,430,502,9,4,2,4.333333333333333,3,25,8080.00,12,15,2,0,0,0.00,0,0
3,3,152,43.0,2.0,3439,19,4,3,0,5.0,1,8,5000.00,14,10,187,0,0,0.00,0,0
4,183,656,11.0,2.0,1451,0,1,1,0,4.0,1,1,3000.00,16,22,29,0,1,0.00,0,1
6,185,247,6.0,2.0,2330,705,20,14,2,4.8,5,62,21008.00,22,20,21,0,1,0.00,0,1
7,184,584,18.0,12.0,65288,0,1,1,1,5.0,1,3,300.00,19,18,190,0,3,200.00,1,1
1,225,22,1.0,8.0,17674,451,29,23,1,4.666666666666667,21,31,16322.00,17,20,2,1,0,0.00,1,0
5,186,207,47.0,8.0,3015,1137,7,7,0,5.0,1,11,4440.00,21,18,20,0,2,31.50,1,1
1,1,14,50.0,2.0,18225,439,7,4,0,5.0,2,6,6300.00,20,18,21,1,0,0.00,0,0
4,544,546,50.0,8.0,13935,126,3,3,2,2.5,2,2,2150.00,0,16,15,0,1,50.00,1,1
1,1,14,51.0,8.0,43621,497,8,5,0,5.0,4,18,10400.00,12,17,4,0,0,0.00,0,0
5,186,563,1.0,2.0,78623,0,1,1,0,5.0,1,0,1000.00,18,12,17,0,0,0.00,0,1
7,184,584,2.0,9.0,17771,406,5,4,3,3.5,2,10,1020.00,12,9,188,0,2,0.00,0,0
1,73,249,2.0,2.0,14236,18,5,1,0,5.0,1,7,500.00,19,9,61,0,2,0.00,0,0
